Id,Profile Name,Number of deaths,Number of infected,Number of healed,Comment,Like,Comment timestamp,Post timestamp,URL,Annotator1,Annotator2,Annotator3,Final annotation
1497,Armend Mehmeti,0,29,22,o nale o izet posh zotin,0,"Monday, June 8, 2020 7:04pm GMT","Monday, June 8, 2020 9:02pm GMT",https://www.facebook.com/IKSHPK/posts/2803918373069482?__xts__%5B0%5D=68.ARDWABvGTVQ9C2CjDDt_lMHfnYSbCvu0Qj7s6Qe85nAPaFTyKdP76xAmQtcTUui0Lr5ZYbndRjh1-bpfHEsUo7FkXGEI3hKDI77J3wtNsj0RvBoe9Ah-TggVz_KCMtqVNRhuZZ81xaw9U_ApzwaCuj5Sxiab1zMnc6FYVo5bOtwC1Ibq2U5f5wRY-pwF0EMwH3cD9VoHMvJVhGDucZIxJG_Yl9VhtUvpHUt1cr1cTfd085qAqGn-_9v6zsHxyjLwEAxwvFBhCd8ZAbLDzMgIXr6IsFkFoWh7pnSGeUmWYe-3JUazrYAVjN4tP6My2aOPeJS3zsa_vSjIFZGsT09X1w&__tn__=-R,1,1,1,1
1498,Bajram Bajrami,0,29,22,Mu prish bastorja 30+ e pata !!,42,"Monday, June 8, 2020 7:03pm GMT","Monday, June 8, 2020 9:02pm GMT",https://www.facebook.com/IKSHPK/posts/2803918373069482?__xts__%5B0%5D=68.ARDWABvGTVQ9C2CjDDt_lMHfnYSbCvu0Qj7s6Qe85nAPaFTyKdP76xAmQtcTUui0Lr5ZYbndRjh1-bpfHEsUo7FkXGEI3hKDI77J3wtNsj0RvBoe9Ah-TggVz_KCMtqVNRhuZZ81xaw9U_ApzwaCuj5Sxiab1zMnc6FYVo5bOtwC1Ibq2U5f5wRY-pwF0EMwH3cD9VoHMvJVhGDucZIxJG_Yl9VhtUvpHUt1cr1cTfd085qAqGn-_9v6zsHxyjLwEAxwvFBhCd8ZAbLDzMgIXr6IsFkFoWh7pnSGeUmWYe-3JUazrYAVjN4tP6My2aOPeJS3zsa_vSjIFZGsT09X1w&__tn__=-R,1,1,1,1
1500,Bleon Rmm,0,6,0,E kan qit prej pune mdoket ata t analizav qe i qitke gjith +30 ,0,"Tuesday, June 9, 2020 10:55pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,1,1,1,1
1501,LF FL,0,6,0,Qeveria Koti po ja nis tash me mshef se me rrejt din mas mirti,0,"Tuesday, June 9, 2020 7:56pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1502,Mimoza Osmani,0,6,0,Ju lumtë për punën ,0,"Tuesday, June 9, 2020 7:40pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1503,Foniqi Ado,0,6,0,Nese per 2 dit ken 40 e 29 nuk ka shansa 3ten dit me kan 6 po mbi 30-40 nese veq i infektumi mundet me i infektu 3 deri 4 persona keshtu qe armend juristi ju ka than me i mshef po so mir se prap kan me dal.,3,"Tuesday, June 9, 2020 7:19pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1504,Arlind S Gashi,0,6,0,"""Bravo ministri Zemaj!!‍♂️"" More krejt urimet shkojne per mjkeket infektolog, mikrobiolog, infermieret dhe te gjithe stafin mjeksor nuk po lufton politika me virusin po Mjeksia.",4,"Tuesday, June 9, 2020 7:19pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,1,1,1,1
1505,Besnik Havolli,0,6,0,hajde ma gjall ma gjall,0,"Tuesday, June 9, 2020 7:03pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,1,1,1,1
1506,Arlind Krasniqi,0,6,0,"3 rastet ne Prishtine, a jane te kopshteve per femije qe jane mbyllur para 2 dite apo raste tjera ?",0,"Tuesday, June 9, 2020 7:01pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1507,Faton Beqiri,0,6,0,Me bereqet...,1,"Tuesday, June 9, 2020 6:40pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,1,1,0,1
1508,Arben Selmani,0,6,0,Nisjani zvogelone  nr qishtu Reni eshte tash,0,"Tuesday, June 9, 2020 6:33pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1509,Xhemajlii Tonn,0,6,0,104 mij friendsa i keni ju kisha preferu me punu me shitje online kishi dhez leni kto ma se ska sen prej ktyne rasteve..,1,"Tuesday, June 9, 2020 6:32pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,1,1,1,1
1510,Edona Dreshaj,0,6,0,Si eshte e mundur dje 40 e sot 6 raste. Instituti mos i fshehni rastet nese ju kerkohet nga politikanet qe ata te mos bien keq per keqmenaxhim.raportoni e njoftoni popullin drejt.,11,"Tuesday, June 9, 2020 6:30pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1511,Fatmir Kryeziu,0,6,0,Dhe sa jane sheruar sot!,0,"Tuesday, June 9, 2020 6:28pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1512,Avni Mitrovica,0,6,0,"Sa i luteni qytetaret mos dilni distanc e sene tjera le tè dalin ispekcioni ne teren dhe ti konteolloj marketee lokalet e kshtu me radh,, marin paga tu shetit me makina zyrtare ndersa pune si pun nuk e baj",4,"Tuesday, June 9, 2020 6:21pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,0,0,0,0
1513,Sylë Hajdari,0,6,0,"shpallne vushtrrin kampion, mos e vazhdoni garen ma hiq",5,"Tuesday, June 9, 2020 6:21pm GMT","Tuesday, June 9, 2020 7:55pm GMT",https://www.facebook.com/IKSHPK/posts/2806467762814543?__xts__%5B0%5D=68.ARA27_aQw6Zn0MYuUDNVoveOMHP5Gd9xDAkaz1RYm19C_v0oo9i1BBwtfdcHOJiNsHmN_PHJ2TVX-NSYBHCM4JqGw6aKVeSgG5IaA3WBzqgFIrLxk-d34ZEfqx2JAp97ZsJJDCML6AwWfpGgqlmkZMnaWVvz7LKz-fQ_IvfHn_ZLEtmulk1kqLJDrf5SEOp9SmFrkUI3izJc9oZnz__WwFc_JtCx2gue3kMwmdKLPsySlt7XGO4YEMcGpezLiQJHjRacWWYx3xWkoZ0xP8k8AdBOul41WfnMbw-m2x4wTQQM_cLFS9VXIHt6nq1GkwmHgjQMAP8Sjcrc2ZAitok_Dw&__tn__=-R,1,1,1,1
1514,Valbona S Bona,0,29,1,Rrena Jan kto. Ska virus Po osht ni plan tjeter. ,0,"Sunday, June 14, 2020 6:14pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,0,0
1515,Sylë Ahmeti,0,29,1,Do rriten akoma se politika per interesa te perkohshem perfitimi paraekektoral i zbuti masat....,0,"Friday, June 12, 2020 6:45pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,0,0
1516,Etnik Hajdaraj,0,29,1,"Edhe pak deri tju hecin rrenat mbane ket faqe dikur ndrrone ""Flija me porosi""Manipulanta!",1,"Thursday, June 11, 2020 10:10am GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,0,0
1518,Blend Beqiri,0,29,1,jeni ba bajat edhe ju valla kush spju kqyr,0,"Wednesday, June 10, 2020 10:40pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,0,0
1519,Agron Gerdella,0,29,1," K. Qka jon 29 raste per marakli ,Qysh me ju kallxu qe so tu i besu kerkush foreve me koronavirus.",0,"Wednesday, June 10, 2020 10:06pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,1,1,0,1
1520,Egzon I. Demukaj Deçan,0,29,1,Edhe 29 rrena te reja,1,"Wednesday, June 10, 2020 8:23pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,0,0
1522,Leni Zymeri,0,29,1,Manipulim!,0,"Wednesday, June 10, 2020 7:27pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,0,0
1523,Pajtim Hajdaraj,0,29,1,30 + Ekum pas ne Bastore,1,"Wednesday, June 10, 2020 7:18pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,1,1,0,1
1524,Edvin Krasniqi,0,29,1,Hajde Prishtinë luj me zemër!,0,"Wednesday, June 10, 2020 7:17pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,1,1,1,1
1525,Astrit M Hoxha,0,29,1,Parim hajde ma gjall ma gjall ,1,"Wednesday, June 10, 2020 6:37pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,1,1,1,1
1526,Dior F. Sherifi,0,29,1,Hashim a do me shpall gjendje te jashtzakonshme ?,0,"Wednesday, June 10, 2020 6:34pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,1,0
1527,Bajram Berisha,0,29,1,Let dalin let dalin. Edhe ata qe dalin kon me mask e me dorza nuk e sheh e valla mos te ankohen se kush per metu dhimt nuk eshte,1,"Wednesday, June 10, 2020 6:33pm GMT","Wednesday, June 10, 2020 6:32pm GMT",https://www.facebook.com/IKSHPK/posts/2808988922562427?__xts__%5B0%5D=68.ARAmN2o08jw9ktg7vWAZKMbEgPbrrQNXW8YnABnFPO5ichgtKkTxsxkU7kueXieK_CIww_02WZ_C6KKlrFeTgSWdlKJztmlhCt5JVHdH3q3_xfzJcUqcHJzjwwyLXdN6gCfo60BUldAR7yv4Slxk3-m9WVPBh4TVOOwUTRJbj5MlCkPSrqhn0Z4le7zx-BCb3VzKJnYhy8AqnoAkfR_w9TNQCUI-acoZcpCz2tbrhmrhqlNeGVH1qY0lNyunYPuyjIi1EFG9fDNiehbT07FwDRutvlpVKJrGjM9_AezTdI4lpcqsM1UpR6p-V3MkB8wBvZQP8-DYguUf2krWYklMXA&__tn__=-R,0,0,0,0
